left_eye_362,left_eye_385,left_eye_386,left_eye_387,left_eye_263,left_eye_373,left_eye_374,left_eye_380,right_eye_133,right_eye_158,right_eye_159,right_eye_160,right_eye_33,right_eye_144,right_eye_145,right_eye_153,mouth_78,mouth_82,mouth_312,mouth_308,mouth_317,mouth_87,head_10,head_152
"[0.5065822005271912, 0.5038585066795349, 0.05836125835776329]","[0.5381052494049072, 0.4937586486339569, 0.055130116641521454]","[0.5547022819519043, 0.49286743998527527, 0.0578131228685379]","[0.5720119476318359, 0.4945777654647827, 0.06340988725423813]","[0.5957155227661133, 0.5029921531677246, 0.0839582309126854]","[0.5702681541442871, 0.509130597114563, 0.06067483499646187]","[0.5528572201728821, 0.5097706913948059, 0.05396139994263649]","[0.5363537073135376, 0.5089327096939087, 0.051581718027591705]","[0.3820536732673645, 0.5037217140197754, 0.042844466865062714]","[0.3488406538963318, 0.49379459023475647, 0.0331759937107563]","[0.33217400312423706, 0.4931705594062805, 0.032282669097185135]","[0.3141465485095978, 0.4951060116291046, 0.03406823053956032]","[0.28646549582481384, 0.5035454034805298, 0.04943079128861427]","[0.3161966800689697, 0.5093064904212952, 0.031949739903211594]","[0.33445170521736145, 0.5097693204879761, 0.028508955612778664]","[0.35109883546829224, 0.5087084770202637, 0.030247261747717857]","[0.36212292313575745, 0.6328864097595215, -0.04631512239575386]","[0.4266098141670227, 0.6234835982322693, -0.07139541953802109]","[0.4683288335800171, 0.6232267022132874, -0.0661393404006958]","[0.5204566121101379, 0.6317141056060791, -0.02767939679324627]","[0.46846804022789, 0.6282235383987427, -0.0677492618560791]","[0.4254624545574188, 0.6284847259521484, -0.07321473211050034]","[0.4486667811870575, 0.3961693048477173, 0.07041332870721817]","[0.4427604079246521, 0.7224545478820801, -0.07212300598621368]"
"[0.506371021270752, 0.5039512515068054, 0.05932706594467163]","[0.5380023121833801, 0.4934527575969696, 0.05591902881860733]","[0.5546327829360962, 0.49244171380996704, 0.05841851979494095]","[0.5720808506011963, 0.49409475922584534, 0.06389088928699493]","[0.5962215065956116, 0.5026164054870605, 0.08424470573663712]","[0.5708678960800171, 0.5088737607002258, 0.060906413942575455]","[0.5534114837646484, 0.509602427482605, 0.054223962128162384]","[0.5367350578308105, 0.5088775157928467, 0.052092406898736954]","[0.3808891177177429, 0.5044251680374146, 0.045198600739240646]","[0.34733033180236816, 0.49457770586013794, 0.03591503947973251]","[0.33062252402305603, 0.49403101205825806, 0.035192735493183136]","[0.31256985664367676, 0.4960843324661255, 0.037122514098882675]","[0.28502780199050903, 0.5048536658287048, 0.05271290987730026]","[0.3147393465042114, 0.5104365944862366, 0.03473132848739624]","[0.33301976323127747, 0.510807991027832, 0.031076347455382347]","[0.3497540354728699, 0.5096566677093506, 0.032655831426382065]","[0.36276137828826904, 0.6327933073043823, -0.04690638184547424]","[0.4276311695575714, 0.623039722442627, -0.07258407026529312]","[0.4699345529079437, 0.6226412653923035, -0.06775400042533875]","[0.5231699347496033, 0.6310946941375732, -0.029800012707710266]","[0.470127671957016, 0.6273472905158997, -0.06988772749900818]","[0.4268357455730438, 0.6277763843536377, -0.07485955208539963]","[0.4451878070831299, 0.3958146870136261, 0.07383072376251221]","[0.44689691066741943, 0.7218782305717468, -0.07624807953834534]"
"[0.5073637366294861, 0.5039786696434021, 0.05941285192966461]","[0.5388696193695068, 0.4939002990722656, 0.05602554231882095]","[0.5554424524307251, 0.4929262101650238, 0.05861281976103783]","[0.5729037523269653, 0.494520902633667, 0.06407923996448517]","[0.5971860885620117, 0.502797544002533, 0.08447398990392685]","[0.5715960264205933, 0.5089725255966187, 0.061131156980991364]","[0.5541095733642578, 0.5096461176872253, 0.05448015034198761]","[0.5375292897224426, 0.5088891983032227, 0.05225987732410431]","[0.3812709152698517, 0.5045661330223083, 0.04490189999341965]","[0.3479701280593872, 0.49503394961357117, 0.035529233515262604]","[0.3312637507915497, 0.4944922626018524, 0.034797850996255875]","[0.3131757080554962, 0.4965013563632965, 0.03668437525629997]","[0.2853076457977295, 0.5050704479217529, 0.05223134905099869]","[0.3151557147502899, 0.5105741620063782, 0.034326180815696716]","[0.33350104093551636, 0.5109007954597473, 0.030715128406882286]","[0.35020336508750916, 0.5097392797470093, 0.03231024742126465]","[0.36300379037857056, 0.6331279873847961, -0.047318533062934875]","[0.427426815032959, 0.6232703924179077, -0.07272946089506149]","[0.469562292098999, 0.622897207736969, -0.06785499304533005]","[0.5226297974586487, 0.6315003037452698, -0.0298545490950346]","[0.4697446823120117, 0.6277089715003967, -0.06971778720617294]","[0.4265522360801697, 0.6280954480171204, -0.07474461942911148]","[0.4470421373844147, 0.39575594663619995, 0.07404384016990662]","[0.4456805884838104, 0.7220821380615234, -0.07573216408491135]"
"[0.5060393810272217, 0.5039255023002625, 0.05766431614756584]","[0.5378460884094238, 0.4938187599182129, 0.05393555760383606]","[0.5545178055763245, 0.49289095401763916, 0.05640539899468422]","[0.5719993710517883, 0.49452540278434753, 0.06183110550045967]","[0.5962294340133667, 0.502816915512085, 0.08232536911964417]","[0.5704026222229004, 0.5089390277862549, 0.059150781482458115]","[0.5528354644775391, 0.5096006393432617, 0.05258452519774437]","[0.5361886620521545, 0.5088130831718445, 0.05047478899359703]","[0.38039064407348633, 0.5044050812721252, 0.044028911739587784]","[0.34693455696105957, 0.4948139190673828, 0.034681905061006546]","[0.3301739990711212, 0.4943152070045471, 0.03401551768183708]","[0.31214267015457153, 0.4963463246822357, 0.036126550287008286]","[0.28460660576820374, 0.5048506259918213, 0.0520700179040432]","[0.31420740485191345, 0.5102653503417969, 0.03398381173610687]","[0.3324859142303467, 0.5106367468833923, 0.030293038114905357]","[0.3492261469364166, 0.5095095634460449, 0.031727373600006104]","[0.36042630672454834, 0.6323075890541077, -0.04551002010703087]","[0.42451050877571106, 0.6229722499847412, -0.0713435709476471]","[0.466400682926178, 0.6226745247840881, -0.06673385202884674]","[0.5199568271636963, 0.6309857368469238, -0.029147718101739883]","[0.4665600657463074, 0.6271641850471497, -0.0685693770647049]","[0.4234621524810791, 0.6274701356887817, -0.07334697991609573]","[0.4459850490093231, 0.39608556032180786, 0.0708564966917038]","[0.4422973096370697, 0.7209194302558899, -0.07293388247489929]"
"[0.5060248374938965, 0.5035008192062378, 0.0578298382461071]","[0.5378843545913696, 0.49379998445510864, 0.054250601679086685]","[0.5545147657394409, 0.4930027723312378, 0.056917931884527206]","[0.5719071626663208, 0.49475058913230896, 0.06256264448165894]","[0.5958762168884277, 0.5030552744865417, 0.08341887593269348]","[0.5700517296791077, 0.5088366270065308, 0.060053978115320206]","[0.5525311827659607, 0.5093774199485779, 0.05331290885806084]","[0.5359880328178406, 0.5085116624832153, 0.05095969885587692]","[0.3802156448364258, 0.503238320350647, 0.04259749874472618]","[0.34698641300201416, 0.49370017647743225, 0.032673511654138565]","[0.33029237389564514, 0.4931323826313019, 0.03184837847948074]","[0.3121694028377533, 0.49506676197052, 0.03375843167304993]","[0.28433436155319214, 0.5033409595489502, 0.04953224956989288]","[0.3142366409301758, 0.5087660551071167, 0.03186625987291336]","[0.3325694799423218, 0.5091695189476013, 0.02835000865161419]","[0.3492603898048401, 0.5081146359443665, 0.029991909861564636]","[0.36064091324806213, 0.6318549513816833, -0.045460328459739685]","[0.4248585104942322, 0.6228078007698059, -0.07116002589464188]","[0.46700844168663025, 0.6226917505264282, -0.06592924147844315]","[0.5196978449821472, 0.6312927007675171, -0.02710603177547455]","[0.4671871066093445, 0.6281174421310425, -0.06747978180646896]","[0.4237729609012604, 0.6282298564910889, -0.07285453379154205]","[0.4469277560710907, 0.3961700201034546, 0.06871429830789566]","[0.4423612058162689, 0.7217563390731812, -0.07021419703960419]"
"[0.506045401096344, 0.5033764839172363, 0.05912330374121666]","[0.5381014347076416, 0.49265599250793457, 0.05574056878685951]","[0.5548970103263855, 0.49165380001068115, 0.05820449814200401]","[0.572446346282959, 0.49338066577911377, 0.06369704008102417]","[0.5965430736541748, 0.5021112561225891, 0.08410868793725967]","[0.5706986784934998, 0.508253812789917, 0.06074630469083786]","[0.5531249046325684, 0.5089403390884399, 0.05405038595199585]","[0.5363944172859192, 0.5082139372825623, 0.05191214010119438]","[0.3805883526802063, 0.5035355091094971, 0.044928498566150665]","[0.34703847765922546, 0.49342867732048035, 0.03554900735616684]","[0.33031708002090454, 0.4928663969039917, 0.03479290008544922]","[0.31223052740097046, 0.49491360783576965, 0.03674009442329407]","[0.28476768732070923, 0.5036970973014832, 0.052389007061719894]","[0.31450727581977844, 0.5091291666030884, 0.03440575674176216]","[0.3327508568763733, 0.5095497369766235, 0.030768515542149544]","[0.3494763672351837, 0.5084920525550842, 0.032323502004146576]","[0.35897377133369446, 0.6316351890563965, -0.045994896441698074]","[0.42441922426223755, 0.6224744319915771, -0.0722448006272316]","[0.46745094656944275, 0.6222543716430664, -0.06727606058120728]","[0.5213381052017212, 0.6307030320167542, -0.02856307663023472]","[0.4675234854221344, 0.6270202398300171, -0.06965012848377228]","[0.42369407415390015, 0.6272667050361633, -0.07475269585847855]","[0.4451022744178772, 0.3954060971736908, 0.07250072807073593]","[0.44457754492759705, 0.722267746925354, -0.07583468407392502]"
"[0.5048587918281555, 0.5036301016807556, 0.05896929278969765]","[0.536266565322876, 0.49372968077659607, 0.05577623099088669]","[0.5527182221412659, 0.4928330183029175, 0.05837022513151169]","[0.569917619228363, 0.4944954812526703, 0.06391081213951111]","[0.5936245322227478, 0.5027613043785095, 0.08434076607227325]","[0.5681875944137573, 0.5086069107055664, 0.061184242367744446]","[0.5508725643157959, 0.509200394153595, 0.054476071149110794]","[0.5345025062561035, 0.50840824842453, 0.05216441676020622]","[0.38031694293022156, 0.5035156607627869, 0.04354531317949295]","[0.3474059998989105, 0.4939216673374176, 0.03390738368034363]","[0.3309016823768616, 0.4933185577392578, 0.033022090792655945]","[0.31291913986206055, 0.4951932430267334, 0.03475552797317505]","[0.2851851284503937, 0.5034406781196594, 0.04999368637800217]","[0.3150961399078369, 0.5087780356407166, 0.03260241076350212]","[0.3333136737346649, 0.5091793537139893, 0.02920094132423401]","[0.3498263955116272, 0.5081623196601868, 0.030856681987643242]","[0.35823023319244385, 0.6311560273170471, -0.04552656039595604]","[0.424255907535553, 0.6223247051239014, -0.07118310034275055]","[0.46718737483024597, 0.6222309470176697, -0.06583282351493835]","[0.5203821063041687, 0.6305666565895081, -0.02674870751798153]","[0.46720385551452637, 0.6268138289451599, -0.06827954947948456]","[0.4235331416130066, 0.6269432306289673, -0.07381965219974518]","[0.4459546208381653, 0.3962492346763611, 0.07104809582233429]","[0.4428412914276123, 0.7216353416442871, -0.07452983409166336]"
"[0.5061361193656921, 0.5036874413490295, 0.06010618060827255]","[0.5380114316940308, 0.49290701746940613, 0.05695347115397453]","[0.5547261834144592, 0.4918786585330963, 0.05942808464169502]","[0.5722172260284424, 0.49358367919921875, 0.06494782119989395]","[0.5962395668029785, 0.502306342124939, 0.08520840853452682]","[0.5705272555351257, 0.5084386467933655, 0.061857469379901886]","[0.553051233291626, 0.5091104507446289, 0.055182766169309616]","[0.536414623260498, 0.5084139704704285, 0.0529920719563961]","[0.3814215660095215, 0.5039865374565125, 0.04531857371330261]","[0.34806936979293823, 0.49379241466522217, 0.035951483994722366]","[0.3313690721988678, 0.49318113923072815, 0.03514770045876503]","[0.31326767802238464, 0.49521076679229736, 0.0369134396314621]","[0.2856125235557556, 0.5040594339370728, 0.05225119739770889]","[0.3154751658439636, 0.5095341205596924, 0.034494541585445404]","[0.33373549580574036, 0.5099391341209412, 0.03091922029852867]","[0.3504035770893097, 0.5088906288146973, 0.032585110515356064]","[0.3586614727973938, 0.6327053308486938, -0.04603869095444679]","[0.4250548779964447, 0.6231176257133484, -0.07308664917945862]","[0.4690643548965454, 0.6228801012039185, -0.06795576214790344]","[0.523258626461029, 0.631582498550415, -0.0278927031904459]","[0.4689318537712097, 0.6285593509674072, -0.07009058445692062]","[0.42423292994499207, 0.6288356781005859, -0.07536086440086365]","[0.44613873958587646, 0.39599430561065674, 0.0743059366941452]","[0.44542592763900757, 0.7238134145736694, -0.07744713127613068]"
"[0.5031954646110535, 0.5036963224411011, 0.06010567769408226]","[0.5346626043319702, 0.49364158511161804, 0.05691859498620033]","[0.5511566400527954, 0.49267593026161194, 0.059445012360811234]","[0.5684616565704346, 0.4942934215068817, 0.06492871046066284]","[0.5925800204277039, 0.5026192665100098, 0.08524990826845169]","[0.5672348737716675, 0.5086369514465332, 0.06187139451503754]","[0.5498414039611816, 0.5092871189117432, 0.055214375257492065]","[0.5333077907562256, 0.5085313320159912, 0.05303481966257095]","[0.3785232901573181, 0.5041011571884155, 0.04542021080851555]","[0.345356285572052, 0.4946630001068115, 0.036083441227674484]","[0.3288600444793701, 0.49414926767349243, 0.03531384468078613]","[0.3109467029571533, 0.4961383640766144, 0.037174783647060394]","[0.28321659564971924, 0.5045961141586304, 0.05260443687438965]","[0.31283003091812134, 0.5098251104354858, 0.0347297340631485]","[0.33102014660835266, 0.510154664516449, 0.03119286336004734]","[0.34762537479400635, 0.5090588331222534, 0.03278927132487297]","[0.35641011595726013, 0.6310338377952576, -0.046894870698451996]","[0.422372967004776, 0.6215771436691284, -0.07313024997711182]","[0.46563026309013367, 0.6213740110397339, -0.06800931692123413]","[0.5194154977798462, 0.6300527453422546, -0.029044965282082558]","[0.46559786796569824, 0.6265975832939148, -0.07068754732608795]","[0.421408087015152, 0.6268386244773865, -0.07595793902873993]","[0.44304656982421875, 0.3964013457298279, 0.07580233365297318]","[0.4417707026004791, 0.720474123954773, -0.07854209095239639]"
"[0.5054385662078857, 0.5040823817253113, 0.060857128351926804]","[0.5370708703994751, 0.4936455190181732, 0.0577276386320591]","[0.5537676811218262, 0.492652952671051, 0.06034287065267563]","[0.571261465549469, 0.49433502554893494, 0.0659915879368782]","[0.5953242778778076, 0.5028904676437378, 0.08645360171794891]","[0.5697532892227173, 0.5090147256851196, 0.06279759854078293]","[0.5523368120193481, 0.5096435546875, 0.056057047098875046]","[0.5357801914215088, 0.5089062452316284, 0.05378644913434982]","[0.379136860370636, 0.5045095682144165, 0.045407213270664215]","[0.34587621688842773, 0.49458256363868713, 0.035854779183864594]","[0.32908815145492554, 0.49399858713150024, 0.03503436595201492]","[0.3108445405960083, 0.49603307247161865, 0.03676736354827881]","[0.2828209400177002, 0.5048405528068542, 0.05212876573204994]","[0.31294113397598267, 0.5103073120117188, 0.034304723143577576]","[0.33130037784576416, 0.5106383562088013, 0.03074095956981182]","[0.3479878902435303, 0.5095402002334595, 0.03247714042663574]","[0.3607662320137024, 0.6338313817977905, -0.048486486077308655]","[0.4255477488040924, 0.623192310333252, -0.07483009248971939]","[0.46826791763305664, 0.6229356527328491, -0.06954526901245117]","[0.5202953219413757, 0.6325922012329102, -0.029679853469133377]","[0.4683922231197357, 0.6304965615272522, -0.07038116455078125]","[0.4242606461048126, 0.6307995319366455, -0.07584422081708908]","[0.44493263959884644, 0.39704257249832153, 0.07638263702392578]","[0.4446582794189453, 0.7234053611755371, -0.07595481723546982]"
"[0.5046299695968628, 0.5034631490707397, 0.05980527400970459]","[0.5363346338272095, 0.49287429451942444, 0.05647033452987671]","[0.553087055683136, 0.49174630641937256, 0.05903254821896553]","[0.5707181692123413, 0.49326419830322266, 0.0646238848567009]","[0.5952264070510864, 0.5015779137611389, 0.0851614698767662]","[0.5696074962615967, 0.5079782009124756, 0.06153743714094162]","[0.5520403981208801, 0.5087460279464722, 0.054817017167806625]","[0.5352818369865417, 0.5081344842910767, 0.05263453722000122]","[0.3778485655784607, 0.5044811367988586, 0.04517146572470665]","[0.34400129318237305, 0.4949871897697449, 0.035681404173374176]","[0.3271927535533905, 0.4944923520088196, 0.034942880272865295]","[0.3089863657951355, 0.496579647064209, 0.03689762204885483]","[0.28109121322631836, 0.5052827596664429, 0.052569471299648285]","[0.3113085627555847, 0.5105980634689331, 0.03444477915763855]","[0.3297947943210602, 0.5108435153961182, 0.030808882787823677]","[0.3466121554374695, 0.5096593499183655, 0.03244062513113022]","[0.3579206168651581, 0.6317322254180908, -0.04635608568787575]","[0.4249873161315918, 0.6221804618835449, -0.0734136551618576]","[0.4691264033317566, 0.621785581111908, -0.06820791214704514]","[0.5233535766601562, 0.6299964785575867, -0.02823820523917675]","[0.4690088629722595, 0.6271776556968689, -0.07073355466127396]","[0.4240405857563019, 0.6276211738586426, -0.07607626169919968]","[0.44127532839775085, 0.3955676257610321, 0.07412081956863403]","[0.4467530846595764, 0.7207687497138977, -0.076823890209198]"
"[0.5039815306663513, 0.5044638514518738, 0.059917643666267395]","[0.5351574420928955, 0.49451351165771484, 0.056419577449560165]","[0.5515275597572327, 0.4935153126716614, 0.05881449207663536]","[0.5688462257385254, 0.49503278732299805, 0.06408224254846573]","[0.5933473706245422, 0.5030978918075562, 0.08391713351011276]","[0.5676680207252502, 0.5091398358345032, 0.06086087226867676]","[0.5503096580505371, 0.5098169445991516, 0.05441918596625328]","[0.5339127779006958, 0.5091449618339539, 0.05242941528558731]","[0.3786123991012573, 0.5052639245986938, 0.04669642075896263]","[0.3459740877151489, 0.4959005117416382, 0.03776118904352188]","[0.329559326171875, 0.49536973237991333, 0.037212569266557693]","[0.3116927742958069, 0.4973496198654175, 0.03916974738240242]","[0.28400492668151855, 0.5058730840682983, 0.054650094360113144]","[0.31346288323402405, 0.5111297369003296, 0.03658900782465935]","[0.3314948081970215, 0.5114331245422363, 0.03288406506180763]","[0.3478924632072449, 0.5103341341018677, 0.03432757779955864]","[0.3612450957298279, 0.6332774758338928, -0.04792192578315735]","[0.4241184592247009, 0.6231163740158081, -0.07374536991119385]","[0.4662263095378876, 0.6226984858512878, -0.0692535936832428]","[0.5191330313682556, 0.6315315365791321, -0.03188718482851982]","[0.466408371925354, 0.6284619569778442, -0.07135634124279022]","[0.4232063293457031, 0.6288827061653137, -0.07596983015537262]","[0.4432183802127838, 0.3971659541130066, 0.07779912650585175]","[0.44368839263916016, 0.7220577597618103, -0.07846788316965103]"
"[0.5027304887771606, 0.5036550164222717, 0.05939007177948952]","[0.5339565873146057, 0.49400097131729126, 0.05573444068431854]","[0.5503257513046265, 0.4930882453918457, 0.058150146156549454]","[0.5676817893981934, 0.4946877956390381, 0.06348230689764023]","[0.5921400785446167, 0.5028161406517029, 0.08368891477584839]","[0.5666370391845703, 0.5086421966552734, 0.060584258288145065]","[0.5492613911628723, 0.5092761516571045, 0.05406419560313225]","[0.5327891707420349, 0.5085216760635376, 0.05199224129319191]","[0.3772697150707245, 0.5044022798538208, 0.045935750007629395]","[0.34437066316604614, 0.4955799877643585, 0.03674369305372238]","[0.3280097246170044, 0.4952068030834198, 0.036128245294094086]","[0.3102397918701172, 0.49726542830467224, 0.03816206380724907]","[0.2827017903327942, 0.5056639909744263, 0.05387037992477417]","[0.3120855689048767, 0.5105424523353577, 0.03580348938703537]","[0.33018216490745544, 0.5107643008232117, 0.032087668776512146]","[0.3466648459434509, 0.5095821022987366, 0.033516861498355865]","[0.35842087864875793, 0.6316823959350586, -0.046988412737846375]","[0.42250773310661316, 0.6220780611038208, -0.07290523499250412]","[0.4648069739341736, 0.6218199729919434, -0.06823442876338959]","[0.5181022882461548, 0.6305705904960632, -0.030697330832481384]","[0.46489468216896057, 0.6270549297332764, -0.0705450028181076]","[0.42145922780036926, 0.6273665428161621, -0.07530759274959564]","[0.44083184003829956, 0.39679670333862305, 0.07578308880329132]","[0.4427112936973572, 0.7211737036705017, -0.07722063362598419]"
"[0.5040340423583984, 0.5041871070861816, 0.06078173965215683]","[0.5353028774261475, 0.49410560727119446, 0.057371586561203]","[0.5517703294754028, 0.4931252896785736, 0.05974704027175903]","[0.5692107677459717, 0.49473270773887634, 0.06501146405935287]","[0.5936801433563232, 0.5031133890151978, 0.08487768471240997]","[0.5681111812591553, 0.5090492963790894, 0.06174074113368988]","[0.5507326722145081, 0.5096790790557861, 0.055259041488170624]","[0.534250795841217, 0.5089631080627441, 0.05324599891901016]","[0.37836331129074097, 0.505148708820343, 0.04744118079543114]","[0.3454837203025818, 0.4958113431930542, 0.03850691393017769]","[0.32903990149497986, 0.4953373074531555, 0.037926387041807175]","[0.31117066740989685, 0.49741560220718384, 0.03983433544635773]","[0.2835860848426819, 0.5061935782432556, 0.055312320590019226]","[0.312963604927063, 0.5112751722335815, 0.037230171263217926]","[0.33103257417678833, 0.5115007758140564, 0.033476825803518295]","[0.34750840067863464, 0.5103387236595154, 0.034945305436849594]","[0.358941912651062, 0.6326624751091003, -0.04834158718585968]","[0.42333170771598816, 0.6224325299263, -0.07452992349863052]","[0.46593451499938965, 0.6221158504486084, -0.0699295774102211]","[0.5195596814155579, 0.6312763690948486, -0.03204944729804993]","[0.4660441279411316, 0.627778172492981, -0.07233304530382156]","[0.42221125960350037, 0.6281406283378601, -0.07705235481262207]","[0.4430239498615265, 0.3974175453186035, 0.0794287621974945]","[0.4429261088371277, 0.7216019630432129, -0.08033806830644608]"
"[0.5026871562004089, 0.5036360025405884, 0.05978569760918617]","[0.5339667201042175, 0.49368858337402344, 0.056158144026994705]","[0.5504406094551086, 0.492723286151886, 0.05856112763285637]","[0.5679008960723877, 0.49433302879333496, 0.06389753520488739]","[0.5923535823822021, 0.5026403069496155, 0.08411123603582382]","[0.5668444037437439, 0.5086151361465454, 0.06089246645569801]","[0.5494346618652344, 0.5092656016349792, 0.05437037721276283]","[0.5329205393791199, 0.508522093296051, 0.05233326554298401]","[0.37671059370040894, 0.5046628713607788, 0.04642047733068466]","[0.3436451554298401, 0.4956665635108948, 0.03729591518640518]","[0.3271915912628174, 0.4952956438064575, 0.036707427352666855]","[0.309354305267334, 0.49742451310157776, 0.03875751048326492]","[0.28191596269607544, 0.5060704946517944, 0.05452869459986687]","[0.31134986877441406, 0.5110007524490356, 0.036324821412563324]","[0.32949167490005493, 0.5111868977546692, 0.032557085156440735]","[0.34601274132728577, 0.5099683403968811, 0.03397529572248459]","[0.3586285710334778, 0.6323190331459045, -0.047515999525785446]","[0.4227462708950043, 0.6225267648696899, -0.07362299412488937]","[0.4650229215621948, 0.6222521662712097, -0.06900438666343689]","[0.5183730125427246, 0.6311385631561279, -0.03138703107833862]","[0.4651099145412445, 0.6275885701179504, -0.07135093212127686]","[0.4215158522129059, 0.6279215216636658, -0.07603217661380768]","[0.44015127420425415, 0.39706411957740784, 0.07684755325317383]","[0.44275206327438354, 0.721287190914154, -0.07777395099401474]"
"[0.5033423900604248, 0.5039183497428894, 0.05944553017616272]","[0.5346586108207703, 0.4941815137863159, 0.05569727346301079]","[0.5510825514793396, 0.4932434558868408, 0.057982128113508224]","[0.5684950351715088, 0.49483722448349, 0.06317537277936935]","[0.5930570363998413, 0.5030369758605957, 0.08306803554296494]","[0.5673972368240356, 0.5088344812393188, 0.06005539000034332]","[0.5499948859214783, 0.5094320178031921, 0.05368285998702049]","[0.5335157513618469, 0.5087040662765503, 0.05177003890275955]","[0.37782132625579834, 0.5049227476119995, 0.04714205116033554]","[0.345005065202713, 0.4959143400192261, 0.03829842433333397]","[0.328599750995636, 0.49548202753067017, 0.037855058908462524]","[0.31078627705574036, 0.49756526947021484, 0.039931513369083405]","[0.28335368633270264, 0.5062280297279358, 0.055734723806381226]","[0.3125762343406677, 0.5111687779426575, 0.03745785355567932]","[0.33061033487319946, 0.5113623738288879, 0.03360794857144356]","[0.3470633924007416, 0.5101712942123413, 0.03491818159818649]","[0.358754962682724, 0.6321659088134766, -0.046942442655563354]","[0.42261478304862976, 0.6222410202026367, -0.07369612157344818]","[0.4652027487754822, 0.6218665838241577, -0.06938581168651581]","[0.5190057754516602, 0.6305828094482422, -0.031780265271663666]","[0.465242862701416, 0.6275995373725891, -0.07171431928873062]","[0.4214058220386505, 0.628007173538208, -0.07616592198610306]","[0.4419217109680176, 0.3976300358772278, 0.07770510762929916]","[0.4426748752593994, 0.7214184403419495, -0.07858080416917801]"
"[0.50389164686203, 0.5037559270858765, 0.05851849168539047]","[0.5352277755737305, 0.4941083788871765, 0.05460634082555771]","[0.5516881942749023, 0.4932100176811218, 0.056889086961746216]","[0.5691091418266296, 0.4948597252368927, 0.06202470511198044]","[0.5936457514762878, 0.5031285881996155, 0.08199659734964371]","[0.5680326223373413, 0.509015679359436, 0.05905698612332344]","[0.5505774021148682, 0.5096179246902466, 0.052700962871313095]","[0.5340525507926941, 0.5088121294975281, 0.05081439018249512]","[0.3783401548862457, 0.5044500231742859, 0.04668465629220009]","[0.34557563066482544, 0.4954195022583008, 0.03790595009922981]","[0.3291853964328766, 0.4949823319911957, 0.03751092776656151]","[0.3114722967147827, 0.49702689051628113, 0.039724867790937424]","[0.2842012047767639, 0.5055394172668457, 0.0557284913957119]","[0.31299078464508057, 0.5106268525123596, 0.037276897579431534]","[0.3309746980667114, 0.5109236240386963, 0.033368855714797974]","[0.3474755585193634, 0.509764552116394, 0.03460995852947235]","[0.3588952124118805, 0.6315665245056152, -0.04662869870662689]","[0.42188817262649536, 0.6222403049468994, -0.07271504402160645]","[0.4635104238986969, 0.6220027208328247, -0.06860023736953735]","[0.5171904563903809, 0.6305816173553467, -0.03237282112240791]","[0.4635234773159027, 0.626677393913269, -0.0710412859916687]","[0.4205384850502014, 0.62694251537323, -0.07523433864116669]","[0.4429842233657837, 0.39666542410850525, 0.0760941207408905]","[0.44019562005996704, 0.7201764583587646, -0.07739315927028656]"
"[0.50352942943573, 0.5016880035400391, 0.059211503714323044]","[0.5352926254272461, 0.4919630289077759, 0.05513843894004822]","[0.5519623160362244, 0.49115651845932007, 0.05743476748466492]","[0.5694690346717834, 0.49292218685150146, 0.06278996914625168]","[0.5937004685401917, 0.5014631152153015, 0.08331262320280075]","[0.5682510137557983, 0.5069286227226257, 0.06022694334387779]","[0.5507352352142334, 0.5074901580810547, 0.05366729199886322]","[0.5340796709060669, 0.5066572427749634, 0.05158962309360504]","[0.3770742118358612, 0.502165675163269, 0.04635673016309738]","[0.343818724155426, 0.4930030107498169, 0.03699047863483429]","[0.32722753286361694, 0.4925890564918518, 0.03643158823251724]","[0.30926573276519775, 0.49470049142837524, 0.03847683593630791]","[0.2818770408630371, 0.5033538937568665, 0.05458485707640648]","[0.31119248270988464, 0.5082053542137146, 0.036467261612415314]","[0.32930856943130493, 0.5084631443023682, 0.032582495361566544]","[0.3459518551826477, 0.5072889924049377, 0.03392248600721359]","[0.35917413234710693, 0.6308322548866272, -0.046399448066949844]","[0.4236714541912079, 0.6210941076278687, -0.07269503176212311]","[0.4654218256473541, 0.6208207607269287, -0.0683717206120491]","[0.5190995335578918, 0.629658579826355, -0.031082091853022575]","[0.46553874015808105, 0.6256652474403381, -0.07058452814817429]","[0.42212992906570435, 0.6259340047836304, -0.07500872015953064]","[0.4425608217716217, 0.3963671326637268, 0.07383392006158829]","[0.4403209686279297, 0.719399094581604, -0.07518457621335983]"
