left_eye_263,left_eye_387,left_eye_385,left_eye_326,left_eye_380,left_eye_373,right_eye_33,right_eye_160,right_eye_158,right_eye_133,right_eye_153,right_eye_144,mouth_78,mouth_82,mouth_312,mouth_308,mouth_317,mouth_87,head_10,head_152
"[0.4934220612049103, 0.5021358728408813, 0.05372659116983414]","[0.5336374044418335, 0.49325013160705566, 0.054291483014822006]","[0.5682555437088013, 0.49365735054016113, 0.06209397315979004]","[0.593513011932373, 0.5013248324394226, 0.08278573304414749]","[0.5672125220298767, 0.5074226260185242, 0.059381499886512756]","[0.5320149660110474, 0.507435142993927, 0.050805408507585526]","[0.3739379942417145, 0.5038365125656128, 0.04563770443201065]","[0.3393872380256653, 0.49580061435699463, 0.036203980445861816]","[0.3048034906387329, 0.49787652492523193, 0.03794541954994202]","[0.2776767611503601, 0.5061690807342529, 0.054380156099796295]","[0.3067629039287567, 0.5109432935714722, 0.03598621487617493]","[0.3422851264476776, 0.5097038745880127, 0.03349677100777626]","[0.35634326934814453, 0.630479097366333, -0.04626462981104851]","[0.42120155692100525, 0.620543360710144, -0.07220467180013657]","[0.46361175179481506, 0.6198388934135437, -0.06778452545404434]","[0.5207550525665283, 0.6276963949203491, -0.03108782134950161]","[0.4637727439403534, 0.6232296824455261, -0.07060930132865906]","[0.4196082055568695, 0.623963475227356, -0.07514526695013046]","[0.43569421768188477, 0.3991047739982605, 0.073757603764534]","[0.4425240159034729, 0.7184880375862122, -0.0761067122220993]"
"[0.49387967586517334, 0.5023337602615356, 0.053847651928663254]","[0.5339109301567078, 0.4932372272014618, 0.054415032267570496]","[0.5682864785194397, 0.4935891330242157, 0.061918724328279495]","[0.5935176610946655, 0.501321017742157, 0.08222955465316772]","[0.5673280954360962, 0.5075184106826782, 0.059075310826301575]","[0.5322967171669006, 0.5076003074645996, 0.05072885379195213]","[0.3754960298538208, 0.504197895526886, 0.04637764021754265]","[0.3412153720855713, 0.4961135983467102, 0.03729655221104622]","[0.3070361614227295, 0.49821937084198, 0.03911261633038521]","[0.2801405191421509, 0.5065827369689941, 0.05538316071033478]","[0.3089192509651184, 0.511273980140686, 0.03694998100399971]","[0.3441115617752075, 0.510051965713501, 0.03438800945878029]","[0.35653746128082275, 0.6298818588256836, -0.046154096722602844]","[0.4214755892753601, 0.6201740503311157, -0.07200396060943604]","[0.4641897976398468, 0.6194838881492615, -0.06773582845926285]","[0.5214884877204895, 0.6271980404853821, -0.031610798090696335]","[0.4642295837402344, 0.6226451992988586, -0.07103843241930008]","[0.4200652837753296, 0.6233635544776917, -0.07542653381824493]","[0.4359915852546692, 0.3991394639015198, 0.07544665783643723]","[0.4435228407382965, 0.7180024981498718, -0.0785253718495369]"
"[0.4924774467945099, 0.5023406147956848, 0.054328553378582]","[0.5323849320411682, 0.49364179372787476, 0.0545894131064415]","[0.5665900111198425, 0.49392199516296387, 0.06178763881325722]","[0.5920040607452393, 0.501348614692688, 0.0818064734339714]","[0.5657237768173218, 0.507468044757843, 0.05891123041510582]","[0.5307215452194214, 0.5075405240058899, 0.05085669830441475]","[0.3741355836391449, 0.5045105218887329, 0.04797374829649925]","[0.34017127752304077, 0.49692392349243164, 0.03926640748977661]","[0.30638960003852844, 0.4990786015987396, 0.041297465562820435]","[0.2796667814254761, 0.5072780847549438, 0.05757136642932892]","[0.30824941396713257, 0.5117908716201782, 0.03899640589952469]","[0.34313690662384033, 0.510428786277771, 0.03617572411894798]","[0.35561543703079224, 0.6304632425308228, -0.04635894298553467]","[0.4201173782348633, 0.6202107071876526, -0.07277219742536545]","[0.4628995358943939, 0.6193859577178955, -0.06901776790618896]","[0.5208842158317566, 0.6271884441375732, -0.03337611258029938]","[0.4629465341567993, 0.622529149055481, -0.07240492105484009]","[0.41870906949043274, 0.6233934164047241, -0.0762396901845932]","[0.4343191087245941, 0.4000730812549591, 0.07819675654172897]","[0.44282180070877075, 0.7191424369812012, -0.08108694106340408]"
"[0.4936525225639343, 0.502417802810669, 0.05449408292770386]","[0.5331912040710449, 0.49392348527908325, 0.054771725088357925]","[0.5671839714050293, 0.49412646889686584, 0.061835940927267075]","[0.5927127599716187, 0.5015289187431335, 0.08162883669137955]","[0.5665996670722961, 0.5076090693473816, 0.058828502893447876]","[0.531808078289032, 0.5076852440834045, 0.05094074457883835]","[0.3756166398525238, 0.5048871040344238, 0.04853440448641777]","[0.34204909205436707, 0.4974696934223175, 0.04001457989215851]","[0.3085261583328247, 0.4995971620082855, 0.042141541838645935]","[0.2816803455352783, 0.5077923536300659, 0.05840717628598213]","[0.30986350774765015, 0.5121681094169617, 0.039763741195201874]","[0.34454113245010376, 0.5108125805854797, 0.03684548661112785]","[0.35576021671295166, 0.6295265555381775, -0.04653041809797287]","[0.42005422711372375, 0.6194224953651428, -0.07297011464834213]","[0.4627458453178406, 0.6187131404876709, -0.06938017159700394]","[0.5205711722373962, 0.626659631729126, -0.034184664487838745]","[0.46244877576828003, 0.6215265393257141, -0.0732126459479332]","[0.4183981418609619, 0.6222825050354004, -0.07688440382480621]","[0.4363223612308502, 0.39963337779045105, 0.07965584099292755]","[0.4415193498134613, 0.7185403108596802, -0.08278931677341461]"
"[0.4924454987049103, 0.5015949606895447, 0.0538400374352932]","[0.5321988463401794, 0.4933070242404938, 0.054021067917346954]","[0.566220223903656, 0.49363237619400024, 0.06119979918003082]","[0.591567873954773, 0.5008878707885742, 0.08131828904151917]","[0.5653911232948303, 0.506821870803833, 0.058446966111660004]","[0.5305445790290833, 0.5068468451499939, 0.05043625831604004]","[0.37493622303009033, 0.503853976726532, 0.04755281284451485]","[0.34131669998168945, 0.49652916193008423, 0.03878454491496086]","[0.307811439037323, 0.4986787736415863, 0.04084791988134384]","[0.2811552882194519, 0.5067647099494934, 0.0572192445397377]","[0.3093332052230835, 0.5111125707626343, 0.03867921605706215]","[0.3439358174800873, 0.5097802877426147, 0.03581725433468819]","[0.35505640506744385, 0.6301460266113281, -0.04552256315946579]","[0.4195038378238678, 0.6203803420066833, -0.07202339917421341]","[0.4621014893054962, 0.6195474863052368, -0.06838574260473251]","[0.5201985239982605, 0.6267568469047546, -0.032936569303274155]","[0.462002158164978, 0.6219779253005981, -0.07219535112380981]","[0.4178665578365326, 0.6228640675544739, -0.07597950100898743]","[0.4360010027885437, 0.3993808329105377, 0.07742787152528763]","[0.4405103921890259, 0.7189216017723083, -0.08077036589384079]"
"[0.49174734950065613, 0.5024845004081726, 0.0548219308257103]","[0.5313590168952942, 0.49436724185943604, 0.05522190034389496]","[0.5652692914009094, 0.49474436044692993, 0.06245118007063866]","[0.5906717777252197, 0.5020427703857422, 0.08254300802946091]","[0.5646460056304932, 0.5077958106994629, 0.0595783032476902]","[0.5298492908477783, 0.5077688097953796, 0.05149300768971443]","[0.3741455078125, 0.504761278629303, 0.0482080839574337]","[0.3404390811920166, 0.4976019561290741, 0.03939213976264]","[0.3069292902946472, 0.4998127520084381, 0.0413394495844841]","[0.28007757663726807, 0.5079203844070435, 0.057628653943538666]","[0.30838876962661743, 0.51204913854599, 0.0391143299639225]","[0.3430978059768677, 0.5106471180915833, 0.03635406866669655]","[0.3537597060203552, 0.6298286318778992, -0.04638257995247841]","[0.41904208064079285, 0.6197794079780579, -0.07307709008455276]","[0.4622536599636078, 0.6189972758293152, -0.06920895725488663]","[0.5206743478775024, 0.6266634464263916, -0.03314519673585892]","[0.4621046483516693, 0.6216640472412109, -0.07310523092746735]","[0.4174623489379883, 0.6224994659423828, -0.07715073227882385]","[0.43453964591026306, 0.4006076157093048, 0.07968251407146454]","[0.44114628434181213, 0.718482255935669, -0.08303625136613846]"
"[0.49275821447372437, 0.5023359060287476, 0.0552305169403553]","[0.5319501757621765, 0.4941100478172302, 0.056123025715351105]","[0.5656195878982544, 0.49451470375061035, 0.06366086006164551]","[0.5905710458755493, 0.5019512176513672, 0.08374259620904922]","[0.5650221705436707, 0.5078619718551636, 0.06056448444724083]","[0.5305948853492737, 0.5078496336936951, 0.05226915329694748]","[0.3753327429294586, 0.5043216347694397, 0.04754164442420006]","[0.34186139702796936, 0.49672889709472656, 0.03862708434462547]","[0.30825191736221313, 0.49874264001846313, 0.04027171432971954]","[0.28115296363830566, 0.5069433450698853, 0.056227054446935654]","[0.309594988822937, 0.5114810466766357, 0.03791345655918121]","[0.34430229663848877, 0.5102189779281616, 0.03549173101782799]","[0.35481077432632446, 0.6302695870399475, -0.0468265637755394]","[0.4209209978580475, 0.620177686214447, -0.07354635000228882]","[0.46470943093299866, 0.6194536685943604, -0.06919638812541962]","[0.5222060084342957, 0.6272979974746704, -0.031980689615011215]","[0.46438002586364746, 0.6230517625808716, -0.07280417531728745]","[0.4192679822444916, 0.6238137483596802, -0.07734160125255585]","[0.43659543991088867, 0.399060994386673, 0.08047883212566376]","[0.4424986243247986, 0.719685971736908, -0.08343181759119034]"
"[0.4930519759654999, 0.5025817155838013, 0.0552714578807354]","[0.532416820526123, 0.4940682649612427, 0.05624520033597946]","[0.5663520693778992, 0.4945414960384369, 0.06385589390993118]","[0.59134840965271, 0.5022081136703491, 0.08412238955497742]","[0.5657469034194946, 0.5080450773239136, 0.06078227609395981]","[0.5311250686645508, 0.5080205798149109, 0.05235566943883896]","[0.37494444847106934, 0.5043999552726746, 0.04733762890100479]","[0.340911865234375, 0.4965388774871826, 0.03823353350162506]","[0.30692335963249207, 0.4985887408256531, 0.03983854502439499]","[0.27982425689697266, 0.5069682002067566, 0.05591949447989464]","[0.30852580070495605, 0.5115036368370056, 0.037547919899225235]","[0.34356367588043213, 0.5102407932281494, 0.03514368459582329]","[0.35508668422698975, 0.6295660734176636, -0.047468073666095734]","[0.42084649205207825, 0.619297206401825, -0.07366922497749329]","[0.46423467993736267, 0.6185905337333679, -0.06909685581922531]","[0.520987868309021, 0.6268092393875122, -0.03204529359936714]","[0.46411317586898804, 0.6225146055221558, -0.0723033919930458]","[0.41938260197639465, 0.6232571601867676, -0.07707986235618591]","[0.43637728691101074, 0.3995369076728821, 0.07965206354856491]","[0.44277966022491455, 0.7188164591789246, -0.08206989616155624]"
"[0.4933612644672394, 0.5031768679618835, 0.05600966513156891]","[0.532730758190155, 0.49463096261024475, 0.05722714215517044]","[0.5665780305862427, 0.4951719045639038, 0.06479512155056]","[0.591460645198822, 0.5029883980751038, 0.08482526987791061]","[0.5658925771713257, 0.5087971687316895, 0.06151825189590454]","[0.531416654586792, 0.5087556838989258, 0.05310914292931557]","[0.3760609030723572, 0.5047557353973389, 0.047762680798769]","[0.3423033356666565, 0.4966898560523987, 0.03881750628352165]","[0.3084647059440613, 0.4986504316329956, 0.04027153179049492]","[0.28137409687042236, 0.507045567035675, 0.056022562086582184]","[0.3098452091217041, 0.5116420984268188, 0.03777329623699188]","[0.3446977138519287, 0.5105302333831787, 0.035529427230358124]","[0.3553388714790344, 0.6296552419662476, -0.048333607614040375]","[0.4210742712020874, 0.6195158362388611, -0.07403986901044846]","[0.46424400806427, 0.6189602017402649, -0.0693931058049202]","[0.5211949348449707, 0.6274328231811523, -0.032678987830877304]","[0.46414420008659363, 0.6226028203964233, -0.07294503599405289]","[0.4195723235607147, 0.6232001781463623, -0.07780922204256058]","[0.4375079274177551, 0.4002099335193634, 0.08170468360185623]","[0.4421943426132202, 0.7184974551200867, -0.08420518040657043]"
"[0.49331873655319214, 0.5028285384178162, 0.055836666375398636]","[0.5328125953674316, 0.4947584867477417, 0.05661521479487419]","[0.5665068030357361, 0.49543270468711853, 0.06392089277505875]","[0.5913881063461304, 0.5030893683433533, 0.08383321762084961]","[0.565711498260498, 0.5086147785186768, 0.06077002361416817]","[0.531285285949707, 0.5084424018859863, 0.05260097607970238]","[0.37602874636650085, 0.504363477230072, 0.04856602102518082]","[0.34240809082984924, 0.49673905968666077, 0.03974105417728424]","[0.30877965688705444, 0.49881163239479065, 0.041425708681344986]","[0.2818935513496399, 0.5070239305496216, 0.05738309398293495]","[0.31016799807548523, 0.5113565325737, 0.03898999094963074]","[0.3448677361011505, 0.5101752281188965, 0.036491598933935165]","[0.35589444637298584, 0.6298914551734924, -0.048201415687799454]","[0.42067763209342957, 0.6197571754455566, -0.07378590106964111]","[0.4633931815624237, 0.6192150115966797, -0.06955261528491974]","[0.5204365253448486, 0.627745509147644, -0.03394031897187233]","[0.46339982748031616, 0.6226634979248047, -0.07297193259000778]","[0.419200599193573, 0.623224139213562, -0.07736951857805252]","[0.4373355507850647, 0.400667667388916, 0.0825183317065239]","[0.4414790868759155, 0.7192435264587402, -0.0845368430018425]"
"[0.49379050731658936, 0.5031997561454773, 0.055784013122320175]","[0.533510148525238, 0.4957420229911804, 0.05630852282047272]","[0.567295253276825, 0.49637141823768616, 0.06344367563724518]","[0.5928125977516174, 0.5037755370140076, 0.08317672461271286]","[0.5667259693145752, 0.5091794729232788, 0.06014188379049301]","[0.5320983529090881, 0.5089341402053833, 0.05224195867776871]","[0.3761388659477234, 0.5049018859863281, 0.049418993294239044]","[0.3427586555480957, 0.49771079421043396, 0.04085560515522957]","[0.3093036413192749, 0.49969884753227234, 0.04282752424478531]","[0.2822146713733673, 0.5077298283576965, 0.05898895859718323]","[0.3102099895477295, 0.5119423270225525, 0.0402761735022068]","[0.3448362648487091, 0.510757327079773, 0.037557169795036316]","[0.3546190857887268, 0.6298522353172302, -0.04793525114655495]","[0.4194369912147522, 0.6196520924568176, -0.07463420927524567]","[0.46270552277565, 0.6190667152404785, -0.0706949457526207]","[0.5208330154418945, 0.6275869011878967, -0.03484529256820679]","[0.4627983272075653, 0.623032808303833, -0.07404635101556778]","[0.41783446073532104, 0.6236327886581421, -0.07821265608072281]","[0.43763110041618347, 0.401309609413147, 0.08468356728553772]","[0.4410557746887207, 0.7193224430084229, -0.0860811248421669]"
"[0.49446895718574524, 0.5023928284645081, 0.056508809328079224]","[0.5338349342346191, 0.4956359267234802, 0.05703361704945564]","[0.5672563910484314, 0.4962170720100403, 0.06418909877538681]","[0.5930818319320679, 0.5031067728996277, 0.08400058001279831]","[0.5669437646865845, 0.5080496072769165, 0.06099310889840126]","[0.532468855381012, 0.5077612400054932, 0.05299830064177513]","[0.3761608600616455, 0.5043885111808777, 0.05018596351146698]","[0.34330984950065613, 0.4981302320957184, 0.04140005633234978]","[0.3102480173110962, 0.5001804232597351, 0.04331755265593529]","[0.28280413150787354, 0.5077252984046936, 0.059512633830308914]","[0.311026394367218, 0.5113494396209717, 0.04091598466038704]","[0.34535303711891174, 0.509987473487854, 0.03812332823872566]","[0.35458850860595703, 0.6292130947113037, -0.04813357815146446]","[0.41940566897392273, 0.6194193363189697, -0.07487606257200241]","[0.4628342092037201, 0.6188596487045288, -0.07095415145158768]","[0.5211714506149292, 0.627098560333252, -0.034904371947050095]","[0.46296077966690063, 0.622389554977417, -0.07458262890577316]","[0.41814520955085754, 0.6229811310768127, -0.07863365858793259]","[0.4375779330730438, 0.40016889572143555, 0.08527077734470367]","[0.4424856901168823, 0.7200208306312561, -0.08742956817150116]"
"[0.4953785240650177, 0.5025875568389893, 0.05587863177061081]","[0.535520613193512, 0.49509498476982117, 0.05605784058570862]","[0.5696545243263245, 0.49557119607925415, 0.0629526749253273]","[0.5958605408668518, 0.5026998519897461, 0.0826919823884964]","[0.569038987159729, 0.507982611656189, 0.05974674969911575]","[0.5340015292167664, 0.5078533291816711, 0.05199725553393364]","[0.3762766718864441, 0.5047731399536133, 0.05064493417739868]","[0.3430667221546173, 0.498012900352478, 0.04219998046755791]","[0.30951976776123047, 0.5000590682029724, 0.044481270015239716]","[0.28218257427215576, 0.5078309774398804, 0.060948994010686874]","[0.31048494577407837, 0.5116578936576843, 0.04191022738814354]","[0.34509822726249695, 0.5103774666786194, 0.03880351781845093]","[0.3546881079673767, 0.629316508769989, -0.04750392585992813]","[0.4189242422580719, 0.619445264339447, -0.07488305866718292]","[0.4623947739601135, 0.618838906288147, -0.07139866799116135]","[0.5217769145965576, 0.6270487904548645, -0.03578409180045128]","[0.46245551109313965, 0.6222248673439026, -0.07486245036125183]","[0.41764262318611145, 0.6228464841842651, -0.07840464264154434]","[0.43736499547958374, 0.40000247955322266, 0.084337517619133]","[0.4428732395172119, 0.7196240425109863, -0.0867641493678093]"
"[0.4964022636413574, 0.502503514289856, 0.056031569838523865]","[0.5366325378417969, 0.49494993686676025, 0.05636768043041229]","[0.5708827972412109, 0.49542179703712463, 0.06344430148601532]","[0.597021758556366, 0.5025451183319092, 0.08332640677690506]","[0.5699994564056396, 0.5078202486038208, 0.06024038419127464]","[0.534919261932373, 0.5076395869255066, 0.05229128524661064]","[0.3766205906867981, 0.5046482682228088, 0.05019816383719444]","[0.3435087502002716, 0.4977228343486786, 0.04166482761502266]","[0.3097781538963318, 0.4996860921382904, 0.0438041090965271]","[0.2823277413845062, 0.5075071454048157, 0.060172758996486664]","[0.31090977787971497, 0.5114813446998596, 0.041228875517845154]","[0.3455488085746765, 0.5101847648620605, 0.03822578862309456]","[0.35742706060409546, 0.6299917101860046, -0.04836433753371239]","[0.4205184876918793, 0.6198375821113586, -0.07509250938892365]","[0.46320265531539917, 0.619146466255188, -0.07154226303100586]","[0.5215485095977783, 0.627348005771637, -0.03606320172548294]","[0.46342790126800537, 0.6227375864982605, -0.07480210065841675]","[0.41927090287208557, 0.62343430519104, -0.078421950340271]","[0.4389529228210449, 0.40006065368652344, 0.0836489200592041]","[0.4435419738292694, 0.7205513715744019, -0.08544034510850906]"
"[0.4963906407356262, 0.5027446150779724, 0.05537503957748413]","[0.5367338061332703, 0.49506306648254395, 0.055567335337400436]","[0.5711193084716797, 0.49552181363105774, 0.06258007138967514]","[0.5974152088165283, 0.5027344226837158, 0.0823754295706749]","[0.5703051686286926, 0.5081470608711243, 0.05936639755964279]","[0.5351075530052185, 0.5079847574234009, 0.051527053117752075]","[0.376615971326828, 0.5047587752342224, 0.05001399666070938]","[0.34350019693374634, 0.4976217448711395, 0.04160788655281067]","[0.3096781075000763, 0.49947836995124817, 0.04390924051403999]","[0.28222060203552246, 0.5072972178459167, 0.06038231402635574]","[0.3106611967086792, 0.5114766955375671, 0.041312746703624725]","[0.3453437089920044, 0.5102918744087219, 0.03818153962492943]","[0.35684502124786377, 0.6299358010292053, -0.04773591458797455]","[0.41981178522109985, 0.6197847127914429, -0.0750444307923317]","[0.46242988109588623, 0.619184136390686, -0.07160060852766037]","[0.5209506750106812, 0.6276638507843018, -0.035956863313913345]","[0.46259596943855286, 0.6232576370239258, -0.07456310093402863]","[0.4183616042137146, 0.623852550983429, -0.07803372293710709]","[0.43919646739959717, 0.39987558126449585, 0.08278083801269531]","[0.44235852360725403, 0.7204129695892334, -0.08438613265752792]"
"[0.49686282873153687, 0.5029909014701843, 0.05539589375257492]","[0.5372639894485474, 0.49510282278060913, 0.05577443540096283]","[0.5718357563018799, 0.4955458343029022, 0.06295440346002579]","[0.5981038212776184, 0.5028491616249084, 0.0829332247376442]","[0.5709736347198486, 0.5083240270614624, 0.05973603576421738]","[0.5356944799423218, 0.5081813335418701, 0.05173073709011078]","[0.3767768144607544, 0.5050565004348755, 0.04947341978549957]","[0.3434973955154419, 0.4978262484073639, 0.040950048714876175]","[0.3095109164714813, 0.49972105026245117, 0.043123576790094376]","[0.28196483850479126, 0.5076110363006592, 0.05956098437309265]","[0.3106561601161957, 0.5117828845977783, 0.04052583500742912]","[0.3454667925834656, 0.5105757117271423, 0.037516381591558456]","[0.3574155867099762, 0.629908561706543, -0.04808373749256134]","[0.42048054933547974, 0.6197999119758606, -0.07504727691411972]","[0.4629037380218506, 0.6192289590835571, -0.07139754295349121]","[0.5208186507225037, 0.6277583241462708, -0.035581234842538834]","[0.4630923569202423, 0.6233081817626953, -0.07440145313739777]","[0.4190536439418793, 0.6238923072814941, -0.07805386185646057]","[0.4392724931240082, 0.4001080393791199, 0.08199790120124817]","[0.4431917071342468, 0.7203446626663208, -0.0835605040192604]"
"[0.4962438642978668, 0.5032100677490234, 0.05542083829641342]","[0.5369355082511902, 0.495475709438324, 0.05545691400766373]","[0.5715278387069702, 0.4959878623485565, 0.062287405133247375]","[0.598060667514801, 0.503343939781189, 0.08199115097522736]","[0.570747435092926, 0.5087729692459106, 0.05901626497507095]","[0.5352732539176941, 0.508561372756958, 0.05132392421364784]","[0.37657538056373596, 0.5050638914108276, 0.05084322765469551]","[0.34355461597442627, 0.4977174401283264, 0.042682304978370667]","[0.3097459673881531, 0.4995066821575165, 0.04517030343413353]","[0.2822844088077545, 0.5074229836463928, 0.06178971007466316]","[0.31047582626342773, 0.5117149353027344, 0.04246087744832039]","[0.3451480567455292, 0.510604977607727, 0.0391436330974102]","[0.35630524158477783, 0.6300704479217529, -0.047718048095703125]","[0.4187021553516388, 0.6196725964546204, -0.0755484327673912]","[0.46133920550346375, 0.619066596031189, -0.07242852449417114]","[0.5201614499092102, 0.6277920603752136, -0.036964114755392075]","[0.4615328311920166, 0.6236806511878967, -0.07518547773361206]","[0.4172479212284088, 0.6242839694023132, -0.07833804190158844]","[0.439596951007843, 0.40032076835632324, 0.08375080674886703]","[0.44119757413864136, 0.7211940288543701, -0.08517400175333023]"
"[0.4975448250770569, 0.5037394165992737, 0.05643879249691963]","[0.5381869077682495, 0.4958423674106598, 0.05711797624826431]","[0.5728985667228699, 0.49627986550331116, 0.06443724036216736]","[0.5991249084472656, 0.5036717057228088, 0.08454623818397522]","[0.5720905661582947, 0.5092085599899292, 0.061093512922525406]","[0.536651611328125, 0.5090325474739075, 0.052953362464904785]","[0.3773701786994934, 0.5058152675628662, 0.049953509122133255]","[0.34386879205703735, 0.4985235333442688, 0.041285332292318344]","[0.30974555015563965, 0.5004334449768066, 0.04328908398747444]","[0.28203830122947693, 0.508384108543396, 0.05972064286470413]","[0.31073853373527527, 0.5125494599342346, 0.040667831897735596]","[0.3457264006137848, 0.5113565921783447, 0.03778119385242462]","[0.3563006520271301, 0.6305771470069885, -0.04917607828974724]","[0.42011839151382446, 0.6203542351722717, -0.07601005584001541]","[0.4627896547317505, 0.619870662689209, -0.07214091718196869]","[0.5209490060806274, 0.6287644505500793, -0.03593595698475838]","[0.4629170298576355, 0.6240474581718445, -0.07520177215337753]","[0.4184831380844116, 0.6245403289794922, -0.0790877416729927]","[0.44041651487350464, 0.4010842442512512, 0.08405043929815292]","[0.44233864545822144, 0.7207207083702087, -0.08528260141611099]"
"[0.4975772798061371, 0.5035390257835388, 0.05556664988398552]","[0.5383849740028381, 0.49637481570243835, 0.05523519217967987]","[0.5729965567588806, 0.4969889521598816, 0.061811283230781555]","[0.5998271703720093, 0.5042021870613098, 0.0813974067568779]","[0.5723435282707214, 0.5093894004821777, 0.058569829910993576]","[0.5368360877037048, 0.5090569853782654, 0.05114651471376419]","[0.3779068887233734, 0.5054051280021667, 0.052004847675561905]","[0.34498223662376404, 0.49855130910873413, 0.043944261968135834]","[0.3113100230693817, 0.5004032254219055, 0.04672013968229294]","[0.28383201360702515, 0.5081492066383362, 0.06358955055475235]","[0.3116530179977417, 0.5121979713439941, 0.0440446175634861]","[0.346295565366745, 0.5110341906547546, 0.04044996201992035]","[0.3561099171638489, 0.6312039494514465, -0.047688961029052734]","[0.4185308516025543, 0.6207414269447327, -0.0760791227221489]","[0.4611435830593109, 0.6201922297477722, -0.07331708073616028]","[0.5207207798957825, 0.6291176080703735, -0.03820214048027992]","[0.4614000916481018, 0.62478107213974, -0.07622847706079483]","[0.416787326335907, 0.6253153085708618, -0.07906120270490646]","[0.44140273332595825, 0.4013025760650635, 0.08548098802566528]","[0.44019395112991333, 0.721575915813446, -0.08614247292280197]"
"[0.4977823793888092, 0.50344318151474, 0.05671030282974243]","[0.53829026222229, 0.49651044607162476, 0.0573701336979866]","[0.5727148652076721, 0.4970344305038452, 0.06471714377403259]","[0.5990181565284729, 0.5039817094802856, 0.08478139340877533]","[0.5718429088592529, 0.5092078447341919, 0.061401888728141785]","[0.5366124510765076, 0.5088731646537781, 0.05326060578227043]","[0.3775848150253296, 0.5052539110183716, 0.05001817271113396]","[0.3444214463233948, 0.4987109303474426, 0.04119756072759628]","[0.31071019172668457, 0.5005878806114197, 0.043131016194820404]","[0.28314125537872314, 0.5080025792121887, 0.05955297872424126]","[0.31152451038360596, 0.5119699835777283, 0.040632035583257675]","[0.3462424576282501, 0.5107729434967041, 0.03784799203276634]","[0.35593703389167786, 0.63157719373703, -0.04945959150791168]","[0.41948598623275757, 0.6215075850486755, -0.07614091783761978]","[0.4620731472969055, 0.6210963129997253, -0.07214372605085373]","[0.520672082901001, 0.6301273107528687, -0.035951245576143265]","[0.4624301791191101, 0.625505805015564, -0.07510954141616821]","[0.41772711277008057, 0.6259225606918335, -0.07915773242712021]","[0.4407689869403839, 0.40140119194984436, 0.08522970229387283]","[0.4416448473930359, 0.7215619087219238, -0.08574228733778]"
"[0.498207151889801, 0.5042820572853088, 0.054671768099069595]","[0.538682758808136, 0.4977741837501526, 0.05469370260834694]","[0.5729685425758362, 0.49847251176834106, 0.06189805641770363]","[0.5992361307144165, 0.5052402019500732, 0.08205211162567139]","[0.5718921422958374, 0.5101791024208069, 0.059041887521743774]","[0.5367321968078613, 0.5096950531005859, 0.05103607848286629]","[0.37817469239234924, 0.5058028697967529, 0.04874461516737938]","[0.3453723192214966, 0.499482661485672, 0.03989725559949875]","[0.31178176403045654, 0.5012568235397339, 0.042130958288908005]","[0.2840796113014221, 0.5083850622177124, 0.05874805152416229]","[0.3124968111515045, 0.5122857093811035, 0.03988124057650566]","[0.3470601737499237, 0.5111170411109924, 0.03685636818408966]","[0.3571115732192993, 0.6304792761802673, -0.04728921502828598]","[0.4198143482208252, 0.6207722425460815, -0.07415435463190079]","[0.46195054054260254, 0.6204037666320801, -0.07052815705537796]","[0.5199071168899536, 0.6290664672851562, -0.03496295586228371]","[0.46219462156295776, 0.6242403984069824, -0.07323812693357468]","[0.41824042797088623, 0.6246073842048645, -0.0769173726439476]","[0.4427536427974701, 0.40212637186050415, 0.08024576306343079]","[0.4397696852684021, 0.7201342582702637, -0.0812368094921112]"
"[0.4972895085811615, 0.5040466785430908, 0.054415810853242874]","[0.5376691222190857, 0.4971874952316284, 0.05441967770457268]","[0.5720447897911072, 0.49795642495155334, 0.061665598303079605]","[0.5982747077941895, 0.5049713850021362, 0.08202210068702698]","[0.5711170434951782, 0.509905219078064, 0.058917563408613205]","[0.5359325408935547, 0.5094808340072632, 0.05084005743265152]","[0.37799832224845886, 0.505573570728302, 0.048410069197416306]","[0.3448370695114136, 0.4991166293621063, 0.03943423926830292]","[0.3111463785171509, 0.5010935068130493, 0.04163271188735962]","[0.2836669087409973, 0.5085276365280151, 0.058454886078834534]","[0.3121265470981598, 0.5123258829116821, 0.03950062021613121]","[0.34680700302124023, 0.5110825300216675, 0.03646792471408844]","[0.35761332511901855, 0.6313750147819519, -0.04670855030417442]","[0.42094552516937256, 0.6216917634010315, -0.07398643344640732]","[0.463261216878891, 0.6212067604064941, -0.07023846358060837]","[0.5212531089782715, 0.6294997930526733, -0.034027282148599625]","[0.46360889077186584, 0.6251296997070312, -0.07292819023132324]","[0.41938066482543945, 0.6256445646286011, -0.07681213319301605]","[0.44064420461654663, 0.40229496359825134, 0.07907696068286896]","[0.44256579875946045, 0.722022294998169, -0.08041976392269135]"
