left_eye_362,left_eye_385,left_eye_386,left_eye_387,left_eye_263,left_eye_373,left_eye_374,left_eye_380,right_eye_133,right_eye_158,right_eye_159,right_eye_160,right_eye_33,right_eye_144,right_eye_145,right_eye_153,mouth_78,mouth_82,mouth_312,mouth_308,mouth_317,mouth_87,head_10,head_152
"[0.6610456109046936, 0.48897260427474976, 0.040532879531383514]","[0.6872146725654602, 0.483367919921875, 0.03685929253697395]","[0.699813723564148, 0.48334363102912903, 0.039241548627614975]","[0.7125723361968994, 0.4849977195262909, 0.04455988109111786]","[0.7303619980812073, 0.4910821318626404, 0.06346425414085388]","[0.7122568488121033, 0.49400901794433594, 0.0443233959376812]","[0.6990638375282288, 0.49432384967803955, 0.0386551208794117]","[0.6857606768608093, 0.49344366788864136, 0.036479778587818146]","[0.5704121589660645, 0.486905962228775, 0.025958821177482605]","[0.5431100130081177, 0.48024457693099976, 0.015954960137605667]","[0.5305192470550537, 0.47993984818458557, 0.014911262318491936]","[0.5168948173522949, 0.48127517104148865, 0.016634296625852585]","[0.49528801441192627, 0.4866090714931488, 0.0307178758084774]","[0.5171635746955872, 0.49013346433639526, 0.017181631177663803]","[0.5313443541526794, 0.4908813238143921, 0.01463403832167387]","[0.544996976852417, 0.4903506338596344, 0.01592257246375084]","[0.5441073179244995, 0.580940842628479, -0.026390980929136276]","[0.6014108657836914, 0.5777902603149414, -0.049623481929302216]","[0.6375131011009216, 0.5783964395523071, -0.04422952979803085]","[0.6822196245193481, 0.5828607678413391, -0.00851132906973362]","[0.6372548341751099, 0.5794035196304321, -0.04713061824440956]","[0.6011508107185364, 0.578907310962677, -0.0530293807387352]","[0.6205061674118042, 0.4059622883796692, 0.0355367437005043]","[0.6130936741828918, 0.6561769247055054, -0.04647860676050186]"
"[0.661292314529419, 0.48887768387794495, 0.04044143855571747]","[0.6873856782913208, 0.48347902297973633, 0.036784421652555466]","[0.6999930739402771, 0.48345986008644104, 0.03925519064068794]","[0.712771475315094, 0.48506954312324524, 0.04465720057487488]","[0.7306039929389954, 0.4909803569316864, 0.06374020129442215]","[0.7124552726745605, 0.49390384554862976, 0.04453396424651146]","[0.6992296576499939, 0.4942094087600708, 0.038797035813331604]","[0.6859288811683655, 0.49332356452941895, 0.036524251103401184]","[0.5701369643211365, 0.48680490255355835, 0.02524385042488575]","[0.5427888035774231, 0.48038434982299805, 0.015010787174105644]","[0.5301812291145325, 0.48010456562042236, 0.013906626030802727]","[0.516530454158783, 0.4814106225967407, 0.015582270920276642]","[0.49481311440467834, 0.4865683615207672, 0.029647836461663246]","[0.5168805122375488, 0.49006015062332153, 0.01625738851726055]","[0.5311172008514404, 0.49078676104545593, 0.013771058060228825]","[0.54477858543396, 0.49023643136024475, 0.01510912086814642]","[0.5444685220718384, 0.5811101794242859, -0.026353204622864723]","[0.6018477082252502, 0.5779327154159546, -0.049370188266038895]","[0.6378272771835327, 0.578521728515625, -0.04379982128739357]","[0.6822611093521118, 0.5829675197601318, -0.007813135161995888]","[0.6376534700393677, 0.5795794129371643, -0.04645993933081627]","[0.6016046404838562, 0.5790978670120239, -0.052543651312589645]","[0.6205463409423828, 0.40612146258354187, 0.03426792100071907]","[0.6133396029472351, 0.6562951803207397, -0.04502483829855919]"
"[0.6609413027763367, 0.4889492094516754, 0.04044407233595848]","[0.6869853138923645, 0.483492910861969, 0.03683527186512947]","[0.6995709538459778, 0.4834684431552887, 0.03930000215768814]","[0.7122986316680908, 0.4850766360759735, 0.0446983240544796]","[0.7300418615341187, 0.49099355936050415, 0.06373558938503265]","[0.7119805812835693, 0.49391329288482666, 0.04454610124230385]","[0.6988077759742737, 0.49423396587371826, 0.03882168233394623]","[0.6855467557907104, 0.4933648109436035, 0.03655296564102173]","[0.5701073408126831, 0.48693427443504333, 0.025204787030816078]","[0.5428125262260437, 0.4804553985595703, 0.014989080838859081]","[0.5302210450172424, 0.48017245531082153, 0.013881422579288483]","[0.5166062116622925, 0.4814905524253845, 0.015543792396783829]","[0.49497392773628235, 0.48669251799583435, 0.02954622358083725]","[0.5169804692268372, 0.49017563462257385, 0.016196271404623985]","[0.5311711430549622, 0.4909028112888336, 0.013723039999604225]","[0.5447972416877747, 0.4903620779514313, 0.01507661584764719]","[0.54461669921875, 0.581275224685669, -0.026325879618525505]","[0.6018630266189575, 0.5780379176139832, -0.04939470440149307]","[0.6378598213195801, 0.578608512878418, -0.04382001608610153]","[0.6822887659072876, 0.5830533504486084, -0.00778042571619153]","[0.6377275586128235, 0.5798253417015076, -0.04643120989203453]","[0.6016274094581604, 0.5793605446815491, -0.05251183360815048]","[0.6201729774475098, 0.40626564621925354, 0.034497737884521484]","[0.6135917901992798, 0.6562260985374451, -0.0451001413166523]"
"[0.6607390642166138, 0.48875734210014343, 0.04041067510843277]","[0.6867555379867554, 0.4832501709461212, 0.03672969713807106]","[0.6993514895439148, 0.48320621252059937, 0.03916580602526665]","[0.7121149301528931, 0.4848031997680664, 0.04453087970614433]","[0.7299551963806152, 0.49069905281066895, 0.06352987140417099]","[0.7118170857429504, 0.4936090111732483, 0.04438735544681549]","[0.6986345052719116, 0.49393755197525024, 0.03868850693106651]","[0.685376763343811, 0.49308955669403076, 0.03645411133766174]","[0.5696872472763062, 0.4869109094142914, 0.02544119395315647]","[0.5423814058303833, 0.4804905951023102, 0.015275298617780209]","[0.5297858715057373, 0.4802316129207611, 0.014196399599313736]","[0.5161861181259155, 0.481582909822464, 0.01589537039399147]","[0.4946235418319702, 0.48682451248168945, 0.029943566769361496]","[0.5166453123092651, 0.4902292788028717, 0.016535265371203423]","[0.5308225154876709, 0.4909170866012573, 0.014031847007572651]","[0.5444260835647583, 0.49034732580184937, 0.0153471939265728]","[0.5450892448425293, 0.5813156962394714, -0.026383312419056892]","[0.6018707752227783, 0.5778229832649231, -0.04951750487089157]","[0.6377670168876648, 0.5783240795135498, -0.04403652250766754]","[0.6820253729820251, 0.5828511714935303, -0.008152452297508717]","[0.6376941204071045, 0.5797825455665588, -0.04658598452806473]","[0.6016964912414551, 0.5793820023536682, -0.05255035310983658]","[0.619347333908081, 0.4061659574508667, 0.03458873927593231]","[0.6141980290412903, 0.6561506986618042, -0.04495171457529068]"
"[0.6610956192016602, 0.4890395998954773, 0.04085247963666916]","[0.6872265338897705, 0.48342904448509216, 0.03722798079252243]","[0.6998661756515503, 0.48337191343307495, 0.03964420408010483]","[0.7126660346984863, 0.48497557640075684, 0.044994551688432693]","[0.7305189371109009, 0.4909396767616272, 0.06396143138408661]","[0.7123636603355408, 0.49392250180244446, 0.04472550377249718]","[0.6991569995880127, 0.494259774684906, 0.03902392089366913]","[0.6858508586883545, 0.493411660194397, 0.03682570531964302]","[0.569713830947876, 0.4870842695236206, 0.026040052995085716]","[0.542385995388031, 0.4804964065551758, 0.01596200093626976]","[0.5297415256500244, 0.48019224405288696, 0.014906046912074089]","[0.5160773992538452, 0.4815169870853424, 0.016626015305519104]","[0.49440163373947144, 0.48679792881011963, 0.03069409169256687]","[0.5164124369621277, 0.4903191030025482, 0.01713702268898487]","[0.5306320786476135, 0.4910431206226349, 0.014611669816076756]","[0.544293999671936, 0.49049803614616394, 0.01591471955180168]","[0.5448431372642517, 0.5812864303588867, -0.02706025540828705]","[0.601652979850769, 0.5777003169059753, -0.0501362681388855]","[0.6375197172164917, 0.5782406330108643, -0.04466484114527702]","[0.6816104650497437, 0.5829590559005737, -0.00889925193041563]","[0.6373614072799683, 0.5797255039215088, -0.04720142111182213]","[0.6013965010643005, 0.5792891979217529, -0.05316027253866196]","[0.6198634505271912, 0.4062069058418274, 0.03590426966547966]","[0.6138461232185364, 0.6560528874397278, -0.04610598459839821]"
"[0.6611766815185547, 0.48907405138015747, 0.04082054644823074]","[0.6872912049293518, 0.4834357500076294, 0.03718429058790207]","[0.6999449133872986, 0.48336026072502136, 0.039612770080566406]","[0.7127997279167175, 0.48494741320610046, 0.0449722521007061]","[0.7307746410369873, 0.4909188449382782, 0.06395972520112991]","[0.7125616669654846, 0.4939698278903961, 0.04470424726605415]","[0.6993104219436646, 0.4943152964115143, 0.03899906203150749]","[0.685977041721344, 0.49346429109573364, 0.0367928110063076]","[0.5695167779922485, 0.48716041445732117, 0.02598833665251732]","[0.542163610458374, 0.4805906414985657, 0.015923574566841125]","[0.5295051336288452, 0.4802894592285156, 0.01487597357481718]","[0.5158244967460632, 0.4816162586212158, 0.016610460355877876]","[0.49411025643348694, 0.486911416053772, 0.030710458755493164]","[0.5161240100860596, 0.49045631289482117, 0.017119131982326508]","[0.5303682684898376, 0.49117887020111084, 0.01458127610385418]","[0.5440508127212524, 0.49061742424964905, 0.01587723381817341]","[0.5450641512870789, 0.5812521576881409, -0.02716996520757675]","[0.6017181873321533, 0.5776007175445557, -0.05017698556184769]","[0.6374675035476685, 0.5781246423721313, -0.044718187302351]","[0.6815314292907715, 0.5828744173049927, -0.009030508808791637]","[0.6373395919799805, 0.5795870423316956, -0.04724837467074394]","[0.601492166519165, 0.5791667103767395, -0.05319240689277649]","[0.6195992827415466, 0.40605366230010986, 0.035751547664403915]","[0.614078164100647, 0.6560075879096985, -0.045975539833307266]"
"[0.6610950827598572, 0.4890615940093994, 0.04049472510814667]","[0.687244176864624, 0.48332497477531433, 0.0367969386279583]","[0.6999260783195496, 0.4832407236099243, 0.03920202702283859]","[0.712790310382843, 0.4848296642303467, 0.044550828635692596]","[0.7307047247886658, 0.4908166527748108, 0.06354449689388275]","[0.712497353553772, 0.4938827157020569, 0.04433337226510048]","[0.6992465257644653, 0.4942438006401062, 0.038634706288576126]","[0.6858992576599121, 0.49340948462486267, 0.03644980117678642]","[0.5695432424545288, 0.48716968297958374, 0.025822609663009644]","[0.5421140789985657, 0.4805218279361725, 0.01573471538722515]","[0.5294235348701477, 0.48021426796913147, 0.014693898148834705]","[0.515734851360321, 0.4815412163734436, 0.016450442373752594]","[0.49408817291259766, 0.48684924840927124, 0.030614417046308517]","[0.5161033272743225, 0.490404337644577, 0.01701795868575573]","[0.5303534269332886, 0.4911361336708069, 0.014463191851973534]","[0.5440458655357361, 0.490586519241333, 0.01573718897998333]","[0.5444759130477905, 0.5808779001235962, -0.026676379144191742]","[0.601363480091095, 0.5774819254875183, -0.04976425692439079]","[0.6371657252311707, 0.5780311822891235, -0.04432456195354462]","[0.6813411712646484, 0.5826014876365662, -0.008644339628517628]","[0.6370075941085815, 0.5792034864425659, -0.046929579228162766]","[0.6011660099029541, 0.5787674188613892, -0.052865080535411835]","[0.6197175979614258, 0.4062114655971527, 0.034811053425073624]","[0.6137213706970215, 0.6556383371353149, -0.04538609832525253]"
"[0.6611769199371338, 0.48899969458580017, 0.04015912115573883]","[0.6873601078987122, 0.4833821654319763, 0.036362990736961365]","[0.700034499168396, 0.4833284318447113, 0.03875453397631645]","[0.7128884792327881, 0.4849361181259155, 0.04409635066986084]","[0.7307600378990173, 0.49089908599853516, 0.06314292550086975]","[0.7125316262245178, 0.4939265251159668, 0.04398762434720993]","[0.6992722749710083, 0.49427133798599243, 0.03829871118068695]","[0.685923159122467, 0.49340829253196716, 0.03611793741583824]","[0.5696800947189331, 0.4870554208755493, 0.025589441880583763]","[0.5422260761260986, 0.48050227761268616, 0.01546038594096899]","[0.5295457243919373, 0.4802195727825165, 0.014434761367738247]","[0.5158765316009521, 0.481550931930542, 0.016215939074754715]","[0.49427366256713867, 0.4868076741695404, 0.030452094972133636]","[0.5162298679351807, 0.4903363287448883, 0.016867708414793015]","[0.5304731130599976, 0.4910691976547241, 0.014303834177553654]","[0.5441731810569763, 0.49050480127334595, 0.015550299547612667]","[0.5441256165504456, 0.5812063217163086, -0.026375221088528633]","[0.6009950041770935, 0.5778355598449707, -0.04939453676342964]","[0.6366284489631653, 0.5783824920654297, -0.04401196911931038]","[0.6807578802108765, 0.5829190611839294, -0.008503802120685577]","[0.6364461183547974, 0.579481303691864, -0.04655688628554344]","[0.600681483745575, 0.5790445804595947, -0.052440132945775986]","[0.6202690601348877, 0.4062594771385193, 0.0340738482773304]","[0.6126687526702881, 0.6558382511138916, -0.04457055404782295]"
"[0.6613796949386597, 0.489083468914032, 0.04045950621366501]","[0.687598466873169, 0.4834657907485962, 0.03671567142009735]","[0.70029616355896, 0.483407586812973, 0.039125628769397736]","[0.7131713628768921, 0.48500800132751465, 0.04449377954006195]","[0.7310736775398254, 0.49097344279289246, 0.06357357650995255]","[0.7128245830535889, 0.49399787187576294, 0.044347718358039856]","[0.6995480060577393, 0.49433907866477966, 0.03863606974482536]","[0.6861770153045654, 0.4934796690940857, 0.03643348067998886]","[0.569769561290741, 0.48712581396102905, 0.02570311352610588]","[0.5423012971878052, 0.4805562496185303, 0.01555617805570364]","[0.5295950770378113, 0.4802645146846771, 0.014514037407934666]","[0.5158942341804504, 0.4815951883792877, 0.0162774920463562]","[0.49421289563179016, 0.4868583381175995, 0.03048819489777088]","[0.5162408351898193, 0.49038463830947876, 0.016895050182938576]","[0.5305058360099792, 0.4911166727542877, 0.014341817237436771]","[0.5442256927490234, 0.4905586540699005, 0.0156094990670681]","[0.5443013310432434, 0.5812789797782898, -0.026627585291862488]","[0.6013011336326599, 0.5778598189353943, -0.0497201643884182]","[0.6370517611503601, 0.5784012675285339, -0.044285088777542114]","[0.6812660098075867, 0.5829722285270691, -0.008564005605876446]","[0.6369115710258484, 0.5796096920967102, -0.04680125415325165]","[0.6010146737098694, 0.5791741013526917, -0.052737440913915634]","[0.6202825307846069, 0.40641939640045166, 0.03458884358406067]","[0.6132009625434875, 0.6560420989990234, -0.044998910278081894]"
"[0.6617075800895691, 0.48898983001708984, 0.04087582603096962]","[0.6879628896713257, 0.48338156938552856, 0.037210676819086075]","[0.700655996799469, 0.48332661390304565, 0.03963514417409897]","[0.7135188579559326, 0.484936386346817, 0.04502367973327637]","[0.7314094305038452, 0.4909204840660095, 0.06413942575454712]","[0.713161051273346, 0.49392464756965637, 0.04483698680996895]","[0.6998760104179382, 0.4942593276500702, 0.03909393772482872]","[0.6865065693855286, 0.49339398741722107, 0.03687330335378647]","[0.5699722766876221, 0.4870351552963257, 0.025888796895742416]","[0.5424603223800659, 0.48047369718551636, 0.01571512408554554]","[0.5297534465789795, 0.4801868200302124, 0.014644626528024673]","[0.5160360336303711, 0.4815264642238617, 0.01638484001159668]","[0.4942944645881653, 0.48681196570396423, 0.03056817129254341]","[0.5163945555686951, 0.4903073310852051, 0.016971241682767868]","[0.5306970477104187, 0.4910319149494171, 0.0144339082762599]","[0.5444331169128418, 0.4904676079750061, 0.015725072473287582]","[0.5442498326301575, 0.5811561942100525, -0.027010470628738403]","[0.6015241146087646, 0.5776559114456177, -0.05002157390117645]","[0.6374250650405884, 0.5782052874565125, -0.04451055824756622]","[0.6817166805267334, 0.5828751921653748, -0.00868977140635252]","[0.6372681856155396, 0.5793471932411194, -0.0471021793782711]","[0.6012910604476929, 0.5789055228233337, -0.053109060972929]","[0.6206615567207336, 0.40613821148872375, 0.035324614495038986]","[0.6133891940116882, 0.6560772657394409, -0.045920480042696]"
"[0.6615971922874451, 0.489111065864563, 0.04080275073647499]","[0.6877978444099426, 0.48342248797416687, 0.03720930963754654]","[0.700477123260498, 0.4833565354347229, 0.039629533886909485]","[0.7133166790008545, 0.48496779799461365, 0.044999513775110245]","[0.7311408519744873, 0.4910111725330353, 0.06404080241918564]","[0.7129777669906616, 0.49406763911247253, 0.04477223381400108]","[0.6997360587120056, 0.49441179633140564, 0.039048656821250916]","[0.6863889694213867, 0.493547648191452, 0.03682800009846687]","[0.5701966285705566, 0.48715099692344666, 0.02580898255109787]","[0.5427781343460083, 0.4804956316947937, 0.01569838635623455]","[0.530108630657196, 0.48019033670425415, 0.014617078937590122]","[0.5164210200309753, 0.4815239906311035, 0.016342876479029655]","[0.49475276470184326, 0.4868527352809906, 0.03044159710407257]","[0.5167290568351746, 0.49040091037750244, 0.016887439414858818]","[0.5309785604476929, 0.4911470413208008, 0.014361933805048466]","[0.5446866750717163, 0.4905988276004791, 0.01567061059176922]","[0.5442250967025757, 0.5811103582382202, -0.026889698579907417]","[0.6015377640724182, 0.5777418613433838, -0.04994253069162369]","[0.6374494433403015, 0.5783265233039856, -0.044419582933187485]","[0.6818917989730835, 0.582952618598938, -0.008582713082432747]","[0.6372820138931274, 0.579415500164032, -0.04710427299141884]","[0.6012768745422363, 0.5789440870285034, -0.05312784016132355]","[0.6204988360404968, 0.4062693417072296, 0.03541239723563194]","[0.613561749458313, 0.6559267044067383, -0.0460812970995903]"
"[0.6617814898490906, 0.4890577793121338, 0.040847115218639374]","[0.6880050301551819, 0.4833434820175171, 0.037277501076459885]","[0.7006927132606506, 0.4832834303379059, 0.03971650078892708]","[0.7135325074195862, 0.4849081039428711, 0.045103445649147034]","[0.7313379049301147, 0.49097976088523865, 0.06418754160404205]","[0.7132036089897156, 0.4940256178379059, 0.04487759619951248]","[0.6999716758728027, 0.49436891078948975, 0.039134133607149124]","[0.686623215675354, 0.4935038983821869, 0.036898788064718246]","[0.5704628825187683, 0.48705995082855225, 0.0256921648979187]","[0.543032705783844, 0.48035919666290283, 0.015533620491623878]","[0.5303352475166321, 0.4800499379634857, 0.014436117373406887]","[0.5166141390800476, 0.48138582706451416, 0.016149695962667465]","[0.4948871433734894, 0.48673683404922485, 0.030248606577515602]","[0.5169050097465515, 0.4902897775173187, 0.016702450811862946]","[0.5311616659164429, 0.4910377562046051, 0.014193779788911343]","[0.5448832511901855, 0.490494966506958, 0.015524673275649548]","[0.5446937084197998, 0.580970048904419, -0.027036510407924652]","[0.6018375158309937, 0.5776321887969971, -0.04993124306201935]","[0.6376221179962158, 0.578213095664978, -0.04435016214847565]","[0.6818528771400452, 0.582821786403656, -0.008538550697267056]","[0.6375344395637512, 0.5792785882949829, -0.047045864164829254]","[0.6016505360603333, 0.578805685043335, -0.053124889731407166]","[0.6208799481391907, 0.4061184227466583, 0.03530158847570419]","[0.6138861775398254, 0.6555906534194946, -0.045870210975408554]"
"[0.6617381572723389, 0.4890768229961395, 0.04078911617398262]","[0.6879818439483643, 0.4833803176879883, 0.03720074146986008]","[0.7006579041481018, 0.4833301305770874, 0.03962385654449463]","[0.7134841680526733, 0.48496314883232117, 0.04499100148677826]","[0.7312860488891602, 0.4910487234592438, 0.06403344869613647]","[0.7131761312484741, 0.4941096007823944, 0.04476909711956978]","[0.6999433040618896, 0.49445584416389465, 0.03904453292489052]","[0.6865795254707336, 0.49357539415359497, 0.036824438720941544]","[0.5705776810646057, 0.4870729446411133, 0.025776594877243042]","[0.543129563331604, 0.4803926348686218, 0.01565789058804512]","[0.5304572582244873, 0.4800924062728882, 0.01457189954817295]","[0.5167641639709473, 0.48142915964126587, 0.01629495434463024]","[0.4950580894947052, 0.4867672026157379, 0.030407823622226715]","[0.5170003175735474, 0.4903314709663391, 0.016852831467986107]","[0.531244158744812, 0.4910911023616791, 0.014329662546515465]","[0.5449751019477844, 0.4905449450016022, 0.015643391758203506]","[0.5442174673080444, 0.5808876156806946, -0.02698400244116783]","[0.6015258431434631, 0.5776127576828003, -0.04989590123295784]","[0.6373160481452942, 0.5782273411750793, -0.044352732598781586]","[0.6817134022712708, 0.5828773379325867, -0.008616738952696323]","[0.6371537446975708, 0.5791819095611572, -0.04710826277732849]","[0.601253092288971, 0.5786755084991455, -0.053150128573179245]","[0.6210023164749146, 0.4061523675918579, 0.03541222959756851]","[0.613328754901886, 0.6556358933448792, -0.04614565894007683]"
"[0.6617677807807922, 0.4891224801540375, 0.04086483269929886]","[0.6879928708076477, 0.4833948612213135, 0.03730028122663498]","[0.7006649971008301, 0.4833371639251709, 0.03971979394555092]","[0.7134865522384644, 0.48496660590171814, 0.04508817195892334]","[0.731291651725769, 0.49107274413108826, 0.06410635262727737]","[0.7131929397583008, 0.4941478669643402, 0.04483089596033096]","[0.6999654173851013, 0.49449285864830017, 0.03910776227712631]","[0.6866077780723572, 0.49361491203308105, 0.03688990697264671]","[0.5706295371055603, 0.4871011972427368, 0.025867648422718048]","[0.5432290434837341, 0.4803767204284668, 0.01578536443412304]","[0.5305666923522949, 0.48006269335746765, 0.014703131280839443]","[0.5168786644935608, 0.4813995361328125, 0.016423299908638]","[0.4951585531234741, 0.48676517605781555, 0.030516162514686584]","[0.5170796513557434, 0.49034711718559265, 0.016942331567406654]","[0.5313130617141724, 0.4911106824874878, 0.014423253014683723]","[0.5450422167778015, 0.4905700087547302, 0.015734246000647545]","[0.5444244742393494, 0.5807543396949768, -0.027045588940382004]","[0.601673424243927, 0.5775033235549927, -0.05000315606594086]","[0.6375039219856262, 0.5781130790710449, -0.044473301619291306]","[0.6819249391555786, 0.582715630531311, -0.008719731122255325]","[0.6373313069343567, 0.5791017413139343, -0.04725591838359833]","[0.601417064666748, 0.5785989761352539, -0.053290557116270065]","[0.6209565997123718, 0.4061363935470581, 0.035652756690979004]","[0.6135538220405579, 0.6556726694107056, -0.04644348472356796]"
"[0.6617714762687683, 0.48919108510017395, 0.04088958352804184]","[0.6881502270698547, 0.4832267165184021, 0.037322014570236206]","[0.7008771300315857, 0.48315849900245667, 0.03972528874874115]","[0.7137045860290527, 0.4848340153694153, 0.04507027566432953]","[0.731392502784729, 0.49110156297683716, 0.06406468898057938]","[0.713365912437439, 0.4942396879196167, 0.04475831612944603]","[0.7001591920852661, 0.4946037828922272, 0.03904489055275917]","[0.6867701411247253, 0.4937325417995453, 0.03685625642538071]","[0.5708726048469543, 0.4870930314064026, 0.026058921590447426]","[0.5434649586677551, 0.4801214039325714, 0.016054650768637657]","[0.530769944190979, 0.4797745943069458, 0.014996109530329704]","[0.517056941986084, 0.4811297059059143, 0.01672770455479622]","[0.49541157484054565, 0.48662620782852173, 0.030847176909446716]","[0.5172489881515503, 0.4902864694595337, 0.017179306596517563]","[0.5314618945121765, 0.49107825756073, 0.014629327692091465]","[0.5452107787132263, 0.4905582368373871, 0.015929585322737694]","[0.5451299548149109, 0.5805345177650452, -0.027217712253332138]","[0.6020453572273254, 0.5772925615310669, -0.05010062828660011]","[0.6377660632133484, 0.5779247283935547, -0.04463839530944824]","[0.6820269823074341, 0.582576334476471, -0.009107519872486591]","[0.6376329660415649, 0.578972578048706, -0.04746922105550766]","[0.6018279194831848, 0.5784446001052856, -0.05342105031013489]","[0.6209551095962524, 0.4061848223209381, 0.03597245737910271]","[0.6140632033348083, 0.6551501154899597, -0.04663677141070366]"
"[0.6620306372642517, 0.4891207218170166, 0.04053632169961929]","[0.6883682012557983, 0.48345470428466797, 0.036886006593704224]","[0.7010608911514282, 0.48343393206596375, 0.03931232541799545]","[0.7138814926147461, 0.4851098656654358, 0.044691212475299835]","[0.7316319942474365, 0.4912395179271698, 0.06377608329057693]","[0.7135149836540222, 0.4942922592163086, 0.044521231204271317]","[0.7002824544906616, 0.4946223497390747, 0.03879168629646301]","[0.6869028210639954, 0.4937129318714142, 0.0365678109228611]","[0.5710861086845398, 0.48686543107032776, 0.025571387261152267]","[0.5437522530555725, 0.48012059926986694, 0.015459006652235985]","[0.5311005115509033, 0.47979000210762024, 0.014387644827365875]","[0.5174135565757751, 0.48110371828079224, 0.016124146059155464]","[0.4956863820552826, 0.48638916015625, 0.030268851667642593]","[0.5175747871398926, 0.4900268614292145, 0.01668495126068592]","[0.53177809715271, 0.490827739238739, 0.014160223305225372]","[0.5455029606819153, 0.49031269550323486, 0.015457448549568653]","[0.5451685190200806, 0.5808035135269165, -0.026956241577863693]","[0.6019517779350281, 0.5776159167289734, -0.04977870732545853]","[0.6374218463897705, 0.5782808661460876, -0.04430677741765976]","[0.6814662218093872, 0.5829758644104004, -0.008760485798120499]","[0.6372975707054138, 0.5794367790222168, -0.04698312655091286]","[0.6016172766685486, 0.5788766145706177, -0.05294739454984665]","[0.6217808723449707, 0.4063549041748047, 0.03487182408571243]","[0.6131734251976013, 0.6555509567260742, -0.04531696438789368]"
"[0.6624630093574524, 0.4891546964645386, 0.040993958711624146]","[0.6888395547866821, 0.4833320379257202, 0.037452537566423416]","[0.7015539407730103, 0.4832896590232849, 0.03990461677312851]","[0.7143926024436951, 0.4849666357040405, 0.04530993849039078]","[0.7321392893791199, 0.49118900299072266, 0.06440490484237671]","[0.7140531539916992, 0.49429118633270264, 0.045028604567050934]","[0.7008147239685059, 0.49462980031967163, 0.03927767276763916]","[0.6874209046363831, 0.49373671412467957, 0.037033889442682266]","[0.5714129209518433, 0.48688817024230957, 0.025786185637116432]","[0.5441058874130249, 0.47996842861175537, 0.015703070908784866]","[0.5314304232597351, 0.4796079695224762, 0.014607586897909641]","[0.5176966190338135, 0.4809304475784302, 0.01631801761686802]","[0.49590715765953064, 0.4863227307796478, 0.030392669141292572]","[0.5178425908088684, 0.4900135397911072, 0.016778040677309036]","[0.5320608615875244, 0.4908224046230316, 0.014264188706874847]","[0.5457910895347595, 0.4903254508972168, 0.015607250854372978]","[0.5459756255149841, 0.5805526375770569, -0.027308674529194832]","[0.6028338670730591, 0.5772847533226013, -0.05016584321856499]","[0.638556957244873, 0.5779366493225098, -0.04463658481836319]","[0.682733416557312, 0.5826419591903687, -0.008912033401429653]","[0.6384575366973877, 0.5791381001472473, -0.047342605888843536]","[0.6026529669761658, 0.5785923600196838, -0.05335259810090065]","[0.6219189167022705, 0.4059048295021057, 0.03577781096100807]","[0.6145204901695251, 0.6551160216331482, -0.04636736959218979]"
"[0.662437915802002, 0.48915284872055054, 0.040493279695510864]","[0.6887346506118774, 0.4834425449371338, 0.03686151280999184]","[0.7014320492744446, 0.48342660069465637, 0.03930969163775444]","[0.7142592072486877, 0.4851127862930298, 0.04470415413379669]","[0.7320213317871094, 0.4912891983985901, 0.06380649656057358]","[0.7139269113540649, 0.4943527579307556, 0.044531382620334625]","[0.7006972432136536, 0.494679719209671, 0.038789886981248856]","[0.6873253583908081, 0.49376899003982544, 0.036547545343637466]","[0.5713924765586853, 0.4867909848690033, 0.02542269416153431]","[0.5440850853919983, 0.47995659708976746, 0.015294545330107212]","[0.5314235687255859, 0.47960200905799866, 0.014207791537046432]","[0.517708957195282, 0.4808962345123291, 0.015940818935632706]","[0.49593544006347656, 0.48618072271347046, 0.030065635219216347]","[0.5178261399269104, 0.4898833632469177, 0.016491003334522247]","[0.5320298671722412, 0.49070847034454346, 0.013974606059491634]","[0.5457518100738525, 0.49021396040916443, 0.015299282968044281]","[0.5455791354179382, 0.5806862711906433, -0.026921184733510017]","[0.602366030216217, 0.5776016116142273, -0.04967581108212471]","[0.6378179788589478, 0.5782947540283203, -0.044166821986436844]","[0.6818004846572876, 0.5829582214355469, -0.00862644799053669]","[0.6376818418502808, 0.579359769821167, -0.04685325548052788]","[0.6020904183387756, 0.5787721276283264, -0.05285467579960823]","[0.6223118305206299, 0.4058665335178375, 0.034545909613370895]","[0.6133502721786499, 0.6554332971572876, -0.04514044150710106]"
